Distance_to_Zone_km,Recent_Elephant_Count,Time_of_Day,Weather,Risk_Level
3.19,16,Afternoon,Heavy Rain,CRITICAL
7.71,2,Afternoon,Light Rain,MEDIUM
6.18,11,Morning,Light Rain,MEDIUM
10.06,21,Dusk,Heavy Rain,LOW
5.75,12,Dusk,Heavy Rain,MEDIUM
13.0,11,Morning,Light Rain,LOW
2.57,16,Dusk,Clear,CRITICAL
11.43,17,Night,Heavy Rain,LOW
13.65,18,Night,Light Rain,LOW
7.55,5,Afternoon,Heavy Rain,MEDIUM
2.85,14,Dusk,Heavy Rain,CRITICAL
7.59,25,Morning,Clear,MEDIUM
1.25,8,Night,Heavy Rain,CRITICAL
12.94,24,Afternoon,Clear,LOW
14.71,15,Night,Clear,HIGH
2.14,11,Morning,Light Rain,CRITICAL
10.42,10,Dusk,Clear,LOW
13.18,6,Afternoon,Light Rain,LOW
11.59,14,Dusk,Light Rain,LOW
1.91,8,Afternoon,Clear,HIGH
13.58,11,Night,Light Rain,LOW
10.07,8,Morning,Clear,LOW
8.29,25,Afternoon,Light Rain,LOW
0.73,24,Morning,Heavy Rain,CRITICAL
13.33,5,Afternoon,Clear,LOW
5.14,20,Afternoon,Light Rain,MEDIUM
12.09,16,Afternoon,Light Rain,LOW
3.31,9,Dusk,Light Rain,HIGH
2.12,22,Afternoon,Light Rain,CRITICAL
5.09,19,Night,Heavy Rain,MEDIUM
12.06,0,Night,Heavy Rain,LOW
8.49,13,Night,Heavy Rain,LOW
7.56,12,Dusk,Clear,MEDIUM
12.58,11,Dusk,Clear,LOW
8.74,17,Afternoon,Heavy Rain,LOW
12.95,19,Dusk,Heavy Rain,LOW
10.69,4,Afternoon,Light Rain,LOW
5.28,24,Afternoon,Clear,MEDIUM
4.8,6,Morning,Light Rain,MEDIUM
6.67,1,Dusk,Heavy Rain,MEDIUM
14.71,21,Morning,Heavy Rain,LOW
5.6,22,Night,Heavy Rain,CRITICAL
13.1,21,Afternoon,Light Rain,LOW
0.98,22,Morning,Clear,CRITICAL
13.16,3,Morning,Light Rain,LOW
2.58,2,Afternoon,Clear,MEDIUM
1.47,24,Afternoon,Light Rain,CRITICAL
1.09,19,Afternoon,Clear,CRITICAL
7.27,12,Dusk,Light Rain,MEDIUM
3.95,20,Dusk,Clear,CRITICAL
6.74,6,Dusk,Light Rain,MEDIUM
3.44,13,Night,Light Rain,CRITICAL
14.18,13,Morning,Heavy Rain,LOW
8.67,5,Afternoon,Heavy Rain,LOW
14.88,14,Morning,Clear,LOW
7.47,5,Afternoon,Clear,MEDIUM
14.39,16,Afternoon,Heavy Rain,LOW
7.09,0,Night,Clear,LOW
10.69,22,Afternoon,Heavy Rain,LOW
3.84,25,Morning,Light Rain,CRITICAL
4.12,18,Night,Heavy Rain,HIGH
1.61,6,Afternoon,Heavy Rain,HIGH
13.41,0,Dusk,Clear,LOW
6.83,13,Morning,Heavy Rain,MEDIUM
1.19,25,Afternoon,Heavy Rain,CRITICAL
2.01,23,Dusk,Light Rain,CRITICAL
1.24,15,Afternoon,Heavy Rain,CRITICAL
12.8,20,Night,Light Rain,LOW
11.29,19,Dusk,Light Rain,LOW
14.42,17,Night,Clear,LOW
6.41,15,Afternoon,Clear,MEDIUM
2.85,20,Morning,Heavy Rain,CRITICAL
10.61,0,Afternoon,Clear,LOW
2.62,0,Morning,Heavy Rain,LOW
1.94,20,Afternoon,Light Rain,CRITICAL
14.32,14,Night,Clear,LOW
14.33,16,Night,Clear,LOW
13.42,11,Night,Light Rain,LOW
7.88,2,Morning,Heavy Rain,MEDIUM
1.84,1,Night,Clear,HIGH
4.45,7,Morning,Heavy Rain,MEDIUM
11.42,10,Dusk,Heavy Rain,LOW
7.83,21,Night,Heavy Rain,MEDIUM
13.35,4,Morning,Light Rain,LOW
0.78,18,Morning,Clear,CRITICAL
9.65,22,Night,Heavy Rain,LOW
14.16,22,Night,Heavy Rain,LOW
10.01,0,Dusk,Light Rain,LOW
6.44,20,Dusk,Light Rain,MEDIUM
3.42,3,Afternoon,Light Rain,MEDIUM
9.48,19,Morning,Clear,LOW
11.45,1,Afternoon,Heavy Rain,LOW
8.76,20,Dusk,Heavy Rain,LOW
3.05,6,Afternoon,Light Rain,MEDIUM
4.69,2,Morning,Light Rain,MEDIUM
4.29,1,Dusk,Light Rain,HIGH
3.39,24,Morning,Light Rain,CRITICAL
2.96,17,Dusk,Light Rain,CRITICAL
0.21,12,Morning,Heavy Rain,CRITICAL
12.18,21,Afternoon,Clear,LOW
7.12,25,Dusk,Heavy Rain,MEDIUM
12.72,4,Night,Light Rain,LOW
7.47,2,Morning,Heavy Rain,MEDIUM
13.72,14,Night,Clear,LOW
12.08,1,Afternoon,Clear,HIGH
10.78,10,Morning,Heavy Rain,LOW
5.94,15,Morning,Clear,MEDIUM
1.26,20,Dusk,Clear,CRITICAL
0.38,12,Dusk,Clear,CRITICAL
14.33,1,Night,Clear,LOW
1.26,3,Morning,Light Rain,HIGH
8.92,2,Morning,Clear,LOW
5.57,13,Dusk,Light Rain,MEDIUM
9.49,17,Afternoon,Clear,LOW
3.48,10,Morning,Heavy Rain,MEDIUM
14.74,6,Dusk,Clear,LOW
7.33,22,Night,Light Rain,MEDIUM
11.75,25,Night,Clear,LOW
2.06,6,Dusk,Light Rain,HIGH
0.54,3,Dusk,Clear,HIGH
4.16,14,Night,Heavy Rain,HIGH
13.45,6,Night,Light Rain,LOW
7.17,8,Morning,Heavy Rain,CRITICAL
4.11,14,Afternoon,Light Rain,MEDIUM
3.3,9,Night,Heavy Rain,HIGH
8.07,24,Night,Clear,LOW
9.9,7,Night,Heavy Rain,LOW
2.94,8,Night,Heavy Rain,HIGH
3.61,6,Afternoon,Light Rain,MEDIUM
12.66,12,Afternoon,Heavy Rain,LOW
11.36,8,Morning,Light Rain,LOW
2.68,0,Afternoon,Clear,LOW
8.25,25,Morning,Light Rain,LOW
2.76,22,Night,Light Rain,CRITICAL
7.49,23,Morning,Light Rain,MEDIUM
9.91,20,Afternoon,Light Rain,LOW
13.68,21,Dusk,Light Rain,LOW
0.59,0,Afternoon,Clear,LOW
7.27,6,Afternoon,Clear,MEDIUM
5.09,3,Morning,Heavy Rain,MEDIUM
10.15,10,Afternoon,Clear,LOW
14.74,9,Afternoon,Heavy Rain,LOW
5.88,25,Morning,Heavy Rain,MEDIUM
7.28,1,Dusk,Heavy Rain,MEDIUM
8.33,13,Morning,Heavy Rain,LOW
13.98,3,Night,Light Rain,LOW
13.07,10,Night,Light Rain,LOW
7.2,20,Dusk,Heavy Rain,MEDIUM
8.93,4,Morning,Clear,LOW
7.47,9,Dusk,Heavy Rain,MEDIUM
3.3,24,Dusk,Clear,CRITICAL
1.81,15,Dusk,Clear,CRITICAL
8.78,7,Morning,Clear,LOW
6.85,17,Afternoon,Heavy Rain,MEDIUM
14.95,6,Afternoon,Light Rain,LOW
12.79,9,Afternoon,Heavy Rain,LOW
9.87,6,Night,Clear,MEDIUM
11.64,21,Afternoon,Heavy Rain,MEDIUM
8.54,14,Morning,Heavy Rain,LOW
6.17,5,Dusk,Heavy Rain,MEDIUM
10.36,7,Night,Clear,LOW
4.43,16,Dusk,Heavy Rain,HIGH
14.04,8,Afternoon,Light Rain,LOW
11.92,8,Morning,Heavy Rain,LOW
0.34,1,Afternoon,Clear,MEDIUM
7.11,23,Dusk,Clear,MEDIUM
6.84,17,Afternoon,Heavy Rain,MEDIUM
0.93,12,Afternoon,Heavy Rain,CRITICAL
0.89,18,Morning,Heavy Rain,CRITICAL
0.99,1,Morning,Heavy Rain,MEDIUM
2.13,8,Night,Light Rain,HIGH
7.02,24,Night,Clear,MEDIUM
2.16,11,Afternoon,Light Rain,CRITICAL
7.79,4,Afternoon,Clear,MEDIUM
14.79,12,Night,Light Rain,LOW
7.74,1,Morning,Heavy Rain,MEDIUM
4.52,24,Morning,Clear,MEDIUM
1.86,11,Dusk,Heavy Rain,CRITICAL
10.88,19,Night,Clear,LOW
9.9,6,Dusk,Clear,LOW
5.84,21,Dusk,Light Rain,MEDIUM
10.49,1,Morning,Clear,LOW
13.12,3,Afternoon,Clear,LOW
1.6,5,Dusk,Light Rain,HIGH
12.28,4,Morning,Light Rain,LOW
2.73,2,Night,Clear,HIGH
5.25,18,Night,Heavy Rain,MEDIUM
12.42,2,Night,Light Rain,LOW
12.17,9,Dusk,Heavy Rain,LOW
7.84,2,Morning,Clear,MEDIUM
6.84,25,Night,Heavy Rain,MEDIUM
2.8,24,Dusk,Clear,CRITICAL
14.05,0,Afternoon,Light Rain,CRITICAL
3.14,20,Morning,Clear,CRITICAL
4.92,12,Afternoon,Heavy Rain,MEDIUM
14.18,20,Dusk,Heavy Rain,LOW
4.29,8,Dusk,Heavy Rain,HIGH
1.56,18,Morning,Clear,CRITICAL
1.49,17,Morning,Clear,CRITICAL
8.87,23,Afternoon,Heavy Rain,LOW
0.63,2,Afternoon,Light Rain,MEDIUM
8.78,5,Night,Heavy Rain,MEDIUM
11.33,13,Afternoon,Clear,LOW
2.86,9,Afternoon,Light Rain,HIGH
2.92,25,Morning,Light Rain,CRITICAL
0.96,10,Morning,Heavy Rain,HIGH
13.07,20,Dusk,Heavy Rain,LOW
6.39,21,Morning,Clear,MEDIUM
0.25,9,Night,Light Rain,CRITICAL
14.7,23,Morning,Light Rain,LOW
9.7,18,Night,Clear,LOW
11.73,16,Dusk,Clear,LOW
12.15,10,Afternoon,Light Rain,LOW
11.49,15,Morning,Heavy Rain,LOW
1.22,13,Night,Clear,CRITICAL
4.03,20,Night,Light Rain,HIGH
10.9,15,Afternoon,Heavy Rain,LOW
13.04,16,Dusk,Heavy Rain,LOW
9.74,21,Night,Clear,LOW
5.69,21,Morning,Light Rain,MEDIUM
4.94,18,Morning,Heavy Rain,MEDIUM
3.42,11,Dusk,Heavy Rain,CRITICAL
7.33,22,Morning,Light Rain,MEDIUM
8.66,2,Night,Light Rain,LOW
9.15,18,Dusk,Clear,LOW
10.63,20,Morning,Heavy Rain,LOW
1.14,9,Night,Clear,CRITICAL
9.15,17,Afternoon,Light Rain,LOW
3.95,3,Dusk,Heavy Rain,HIGH
4.22,2,Afternoon,Light Rain,MEDIUM
10.98,4,Dusk,Heavy Rain,LOW
12.83,23,Dusk,Clear,LOW
5.84,20,Night,Light Rain,MEDIUM
3.82,15,Afternoon,Clear,CRITICAL
7.92,15,Dusk,Light Rain,MEDIUM
14.38,15,Night,Light Rain,LOW
11.24,6,Afternoon,Heavy Rain,LOW
0.28,6,Afternoon,Clear,HIGH
7.82,25,Night,Light Rain,MEDIUM
7.7,21,Dusk,Light Rain,MEDIUM
5.11,1,Morning,Heavy Rain,MEDIUM
8.45,10,Morning,Light Rain,LOW
12.28,24,Afternoon,Heavy Rain,LOW
5.53,17,Dusk,Clear,CRITICAL
2.1,11,Night,Clear,CRITICAL
2.85,12,Dusk,Light Rain,CRITICAL
8.81,12,Dusk,Heavy Rain,CRITICAL
6.69,1,Morning,Clear,MEDIUM
11.76,10,Night,Heavy Rain,LOW
9.12,6,Night,Clear,LOW
13.56,8,Dusk,Light Rain,LOW
10.35,23,Night,Light Rain,LOW
1.88,14,Afternoon,Clear,CRITICAL
9.06,1,Morning,Light Rain,LOW
5.82,15,Morning,Light Rain,MEDIUM
7.05,23,Morning,Clear,MEDIUM
12.38,3,Morning,Light Rain,LOW
12.64,17,Afternoon,Clear,CRITICAL
1.9,4,Dusk,Heavy Rain,HIGH
14.59,5,Afternoon,Clear,LOW
9.54,13,Morning,Light Rain,LOW
3.76,6,Morning,Light Rain,MEDIUM
4.02,16,Morning,Light Rain,MEDIUM
13.42,9,Night,Clear,LOW
3.79,10,Night,Light Rain,HIGH
12.79,20,Morning,Heavy Rain,LOW
4.83,8,Dusk,Heavy Rain,HIGH
6.21,25,Night,Light Rain,MEDIUM
14.82,6,Dusk,Heavy Rain,LOW
9.96,14,Dusk,Heavy Rain,LOW
8.73,11,Night,Clear,LOW
1.88,4,Dusk,Clear,HIGH
13.16,2,Morning,Heavy Rain,LOW
8.87,15,Dusk,Clear,LOW
5.51,12,Night,Clear,MEDIUM
5.93,20,Afternoon,Clear,MEDIUM
4.64,22,Night,Heavy Rain,HIGH
8.24,14,Afternoon,Heavy Rain,LOW
6.34,5,Afternoon,Clear,MEDIUM
3.95,7,Afternoon,Clear,MEDIUM
6.08,22,Morning,Light Rain,MEDIUM
6.63,15,Night,Clear,LOW
4.56,0,Afternoon,Light Rain,LOW
14.13,15,Afternoon,Heavy Rain,LOW
4.68,7,Night,Heavy Rain,HIGH
2.63,15,Night,Light Rain,CRITICAL
14.28,0,Afternoon,Clear,LOW
4.84,13,Dusk,Heavy Rain,HIGH
4.49,21,Night,Heavy Rain,HIGH
4.86,25,Afternoon,Heavy Rain,MEDIUM
14.51,19,Dusk,Heavy Rain,LOW
3.62,10,Night,Light Rain,HIGH
14.66,2,Night,Light Rain,LOW
10.37,24,Afternoon,Light Rain,LOW
4.39,1,Dusk,Light Rain,HIGH
13.18,6,Afternoon,Heavy Rain,LOW
12.22,0,Morning,Heavy Rain,LOW
13.03,8,Night,Clear,LOW
3.27,6,Afternoon,Heavy Rain,MEDIUM
0.19,17,Night,Light Rain,CRITICAL
10.14,10,Night,Light Rain,LOW
8.06,19,Dusk,Clear,LOW
2.11,16,Afternoon,Heavy Rain,CRITICAL
7.51,23,Night,Light Rain,MEDIUM
6.19,0,Dusk,Heavy Rain,LOW
3.33,20,Afternoon,Clear,CRITICAL
3.18,20,Morning,Heavy Rain,CRITICAL
7.09,17,Afternoon,Heavy Rain,MEDIUM
14.31,23,Night,Clear,LOW
11.01,24,Dusk,Heavy Rain,LOW
12.16,18,Night,Light Rain,LOW
6.94,18,Night,Heavy Rain,MEDIUM
1.82,5,Dusk,Light Rain,HIGH
9.94,12,Morning,Heavy Rain,LOW
4.05,23,Dusk,Light Rain,HIGH
1.32,11,Morning,Light Rain,CRITICAL
3.89,17,Night,Heavy Rain,MEDIUM
12.27,20,Morning,Light Rain,LOW
6.68,3,Dusk,Clear,MEDIUM
9.64,3,Morning,Clear,LOW
6.62,23,Afternoon,Heavy Rain,MEDIUM
7.74,16,Afternoon,Clear,MEDIUM
8.38,6,Dusk,Light Rain,LOW
1.02,12,Morning,Light Rain,CRITICAL
12.91,14,Dusk,Heavy Rain,LOW
3.66,5,Night,Heavy Rain,HIGH
10.62,0,Night,Heavy Rain,LOW
13.51,10,Afternoon,Light Rain,LOW
11.96,11,Dusk,Heavy Rain,CRITICAL
6.03,22,Night,Clear,MEDIUM
12.14,15,Dusk,Clear,LOW
2.85,25,Morning,Heavy Rain,CRITICAL
14.63,16,Afternoon,Light Rain,LOW
9.6,23,Afternoon,Clear,LOW
0.75,14,Afternoon,Heavy Rain,CRITICAL
3.59,14,Afternoon,Light Rain,CRITICAL
3.02,9,Afternoon,Light Rain,MEDIUM
11.85,10,Night,Heavy Rain,LOW
11.65,20,Dusk,Clear,LOW
12.71,10,Dusk,Heavy Rain,LOW
5.46,20,Dusk,Clear,MEDIUM
14.62,3,Night,Clear,LOW
13.62,11,Morning,Heavy Rain,LOW
14.13,15,Night,Clear,LOW
0.32,13,Afternoon,Heavy Rain,CRITICAL
11.66,14,Dusk,Clear,LOW
5.01,10,Afternoon,Heavy Rain,CRITICAL
9.37,4,Afternoon,Light Rain,LOW
13.15,5,Dusk,Clear,LOW
8.35,9,Dusk,Light Rain,LOW
4.43,12,Morning,Clear,MEDIUM
13.18,1,Morning,Heavy Rain,LOW
10.88,11,Afternoon,Light Rain,LOW
2.14,10,Morning,Heavy Rain,HIGH
5.6,12,Morning,Heavy Rain,MEDIUM
8.39,10,Afternoon,Light Rain,LOW
0.56,16,Afternoon,Clear,CRITICAL
9.99,12,Morning,Heavy Rain,LOW
6.2,15,Night,Clear,MEDIUM
8.81,0,Afternoon,Clear,LOW
11.85,19,Dusk,Heavy Rain,LOW
5.88,20,Dusk,Light Rain,MEDIUM
1.35,12,Afternoon,Heavy Rain,CRITICAL
0.59,1,Morning,Light Rain,MEDIUM
10.0,12,Afternoon,Light Rain,LOW
6.71,16,Afternoon,Clear,MEDIUM
6.94,17,Dusk,Heavy Rain,HIGH
4.42,2,Morning,Clear,MEDIUM
8.85,11,Dusk,Clear,LOW
12.28,19,Dusk,Light Rain,LOW
0.26,11,Morning,Light Rain,CRITICAL
10.34,5,Afternoon,Light Rain,LOW
10.35,9,Morning,Heavy Rain,LOW
1.76,8,Dusk,Light Rain,CRITICAL
12.62,3,Dusk,Light Rain,LOW
2.03,25,Dusk,Clear,CRITICAL
3.87,11,Dusk,Heavy Rain,CRITICAL
6.0,22,Morning,Heavy Rain,MEDIUM
5.79,7,Morning,Clear,MEDIUM
7.3,17,Dusk,Clear,MEDIUM
9.98,23,Night,Light Rain,LOW
11.18,9,Night,Light Rain,LOW
4.68,13,Morning,Clear,MEDIUM
2.16,16,Afternoon,Heavy Rain,CRITICAL
2.61,16,Morning,Light Rain,CRITICAL
1.6,24,Morning,Heavy Rain,CRITICAL
6.49,25,Dusk,Heavy Rain,MEDIUM
8.2,13,Night,Light Rain,LOW
10.13,4,Afternoon,Clear,LOW
5.44,18,Afternoon,Heavy Rain,MEDIUM
2.04,14,Night,Clear,CRITICAL
5.0,14,Afternoon,Light Rain,MEDIUM
9.59,18,Morning,Heavy Rain,LOW
14.24,3,Afternoon,Heavy Rain,LOW
6.07,3,Night,Clear,MEDIUM
4.72,14,Afternoon,Clear,MEDIUM
9.92,3,Afternoon,Clear,LOW
1.07,23,Afternoon,Heavy Rain,CRITICAL
0.15,2,Afternoon,Light Rain,MEDIUM
7.63,9,Dusk,Heavy Rain,MEDIUM
4.88,25,Night,Heavy Rain,HIGH
11.55,6,Afternoon,Clear,LOW
13.03,19,Afternoon,Clear,LOW
14.16,0,Night,Light Rain,LOW
9.88,2,Afternoon,Light Rain,LOW
4.22,5,Night,Light Rain,HIGH
13.96,6,Afternoon,Heavy Rain,LOW
10.08,2,Morning,Heavy Rain,LOW
1.79,13,Dusk,Light Rain,CRITICAL
4.84,16,Night,Light Rain,HIGH
2.27,12,Afternoon,Heavy Rain,CRITICAL
14.13,3,Afternoon,Light Rain,LOW
6.26,14,Afternoon,Clear,MEDIUM
13.84,13,Morning,Heavy Rain,LOW
0.89,21,Afternoon,Heavy Rain,CRITICAL
4.78,25,Night,Clear,HIGH
5.5,0,Afternoon,Clear,LOW
3.34,8,Dusk,Heavy Rain,HIGH
8.54,2,Morning,Clear,LOW
6.38,20,Dusk,Heavy Rain,MEDIUM
9.82,24,Afternoon,Clear,LOW
0.32,17,Dusk,Heavy Rain,CRITICAL
10.78,14,Night,Heavy Rain,LOW
1.02,18,Dusk,Clear,CRITICAL
0.5,22,Night,Light Rain,CRITICAL
5.83,6,Morning,Heavy Rain,MEDIUM
3.18,19,Morning,Heavy Rain,CRITICAL
9.86,0,Morning,Clear,LOW
10.27,7,Night,Heavy Rain,LOW
6.2,3,Night,Heavy Rain,MEDIUM
5.82,6,Morning,Light Rain,MEDIUM
14.15,14,Night,Heavy Rain,LOW
4.07,13,Morning,Heavy Rain,MEDIUM
5.26,17,Dusk,Light Rain,MEDIUM
2.34,10,Morning,Light Rain,HIGH
10.73,4,Afternoon,Heavy Rain,LOW
3.33,0,Afternoon,Light Rain,LOW
13.29,11,Night,Heavy Rain,LOW
9.3,23,Dusk,Light Rain,LOW
0.29,14,Afternoon,Heavy Rain,CRITICAL
4.1,13,Afternoon,Heavy Rain,MEDIUM
0.2,4,Night,Heavy Rain,HIGH
13.28,6,Night,Clear,LOW
4.1,12,Night,Heavy Rain,HIGH
9.91,12,Night,Light Rain,LOW
3.42,18,Dusk,Heavy Rain,CRITICAL
3.93,2,Morning,Light Rain,MEDIUM
2.88,19,Morning,Clear,CRITICAL
11.05,1,Morning,Light Rain,HIGH
5.45,22,Afternoon,Clear,MEDIUM
11.39,24,Night,Heavy Rain,LOW
3.42,1,Morning,Light Rain,MEDIUM
14.96,9,Dusk,Heavy Rain,LOW
11.86,7,Night,Light Rain,LOW
8.1,13,Morning,Heavy Rain,LOW
1.89,14,Dusk,Light Rain,CRITICAL
2.92,10,Dusk,Heavy Rain,HIGH
9.34,20,Night,Heavy Rain,LOW
11.35,16,Afternoon,Light Rain,LOW
0.76,5,Dusk,Heavy Rain,HIGH
0.56,12,Morning,Heavy Rain,CRITICAL
7.16,9,Dusk,Clear,HIGH
4.05,25,Night,Light Rain,HIGH
12.83,19,Morning,Light Rain,LOW
3.55,17,Afternoon,Heavy Rain,CRITICAL
6.82,24,Morning,Clear,MEDIUM
7.99,20,Night,Light Rain,MEDIUM
12.74,21,Dusk,Heavy Rain,LOW
0.45,9,Morning,Heavy Rain,HIGH
13.73,16,Afternoon,Light Rain,LOW
8.49,17,Dusk,Light Rain,LOW
8.45,23,Afternoon,Heavy Rain,LOW
11.45,16,Dusk,Clear,LOW
3.95,3,Night,Heavy Rain,HIGH
8.98,7,Night,Heavy Rain,LOW
1.0,1,Dusk,Heavy Rain,HIGH
12.07,7,Afternoon,Light Rain,LOW
13.58,8,Dusk,Heavy Rain,LOW
6.57,5,Night,Heavy Rain,MEDIUM
12.3,7,Night,Clear,LOW
3.82,9,Night,Heavy Rain,HIGH
2.04,1,Dusk,Heavy Rain,HIGH
3.47,1,Morning,Heavy Rain,MEDIUM
3.47,14,Afternoon,Heavy Rain,CRITICAL
8.2,19,Afternoon,Light Rain,LOW
8.14,0,Afternoon,Clear,LOW
11.67,8,Afternoon,Clear,LOW
3.2,8,Afternoon,Heavy Rain,MEDIUM
9.84,15,Afternoon,Clear,LOW
5.08,14,Afternoon,Light Rain,MEDIUM
12.86,21,Night,Clear,LOW
7.19,25,Afternoon,Heavy Rain,MEDIUM
10.29,15,Night,Heavy Rain,LOW
2.56,20,Morning,Clear,CRITICAL
1.67,7,Afternoon,Heavy Rain,HIGH
10.53,24,Dusk,Heavy Rain,LOW
6.43,3,Night,Clear,HIGH
2.85,10,Morning,Light Rain,HIGH
3.75,16,Night,Light Rain,CRITICAL
9.45,6,Morning,Clear,LOW
6.39,22,Night,Heavy Rain,MEDIUM
11.44,4,Afternoon,Clear,LOW
12.17,19,Dusk,Clear,LOW
13.31,6,Morning,Clear,LOW
6.4,17,Afternoon,Clear,MEDIUM
11.22,8,Night,Light Rain,LOW
13.83,6,Night,Heavy Rain,LOW
6.58,8,Night,Light Rain,MEDIUM
5.62,23,Dusk,Heavy Rain,MEDIUM
8.82,14,Night,Clear,LOW
8.31,9,Afternoon,Heavy Rain,LOW
7.25,0,Afternoon,Heavy Rain,LOW
4.45,23,Afternoon,Clear,MEDIUM
5.84,9,Dusk,Heavy Rain,MEDIUM
2.69,18,Night,Clear,CRITICAL
8.5,7,Night,Light Rain,LOW
12.99,13,Afternoon,Heavy Rain,LOW
14.92,23,Dusk,Light Rain,LOW
8.19,0,Dusk,Heavy Rain,HIGH
14.11,0,Dusk,Heavy Rain,CRITICAL
8.94,0,Night,Clear,LOW
6.73,17,Morning,Clear,MEDIUM
7.94,24,Morning,Clear,MEDIUM
7.15,10,Morning,Heavy Rain,MEDIUM
10.96,19,Night,Heavy Rain,LOW
8.2,6,Dusk,Clear,LOW
10.07,1,Night,Clear,LOW
14.68,13,Afternoon,Heavy Rain,LOW
4.37,22,Afternoon,Clear,MEDIUM
0.45,6,Afternoon,Clear,HIGH
11.34,9,Night,Light Rain,LOW
0.25,23,Morning,Heavy Rain,CRITICAL
2.17,19,Dusk,Clear,CRITICAL
12.06,23,Dusk,Light Rain,LOW
13.3,10,Night,Heavy Rain,LOW
5.49,5,Night,Clear,MEDIUM
8.46,13,Dusk,Light Rain,LOW
8.2,6,Dusk,Light Rain,LOW
4.35,15,Dusk,Light Rain,HIGH
4.45,1,Night,Clear,CRITICAL
9.41,7,Night,Clear,LOW
11.79,22,Morning,Light Rain,LOW
14.88,6,Morning,Heavy Rain,LOW
0.68,20,Afternoon,Heavy Rain,CRITICAL
8.09,10,Night,Light Rain,LOW
11.04,3,Afternoon,Light Rain,LOW
9.73,23,Morning,Heavy Rain,LOW
1.92,3,Night,Heavy Rain,HIGH
6.19,2,Dusk,Clear,MEDIUM
1.22,6,Morning,Clear,HIGH
12.37,22,Dusk,Clear,LOW
13.7,19,Afternoon,Clear,LOW
0.38,13,Dusk,Light Rain,CRITICAL
8.42,2,Night,Light Rain,LOW
8.46,18,Morning,Heavy Rain,LOW
12.79,20,Afternoon,Light Rain,LOW
9.58,23,Dusk,Light Rain,LOW
12.41,5,Morning,Clear,LOW
13.44,5,Night,Heavy Rain,LOW
13.67,2,Morning,Heavy Rain,CRITICAL
4.81,19,Afternoon,Heavy Rain,MEDIUM
11.41,23,Morning,Light Rain,LOW
4.86,20,Afternoon,Clear,MEDIUM
14.61,14,Afternoon,Clear,LOW
11.36,4,Night,Light Rain,LOW
2.09,22,Morning,Clear,CRITICAL
14.51,20,Dusk,Clear,LOW
3.83,7,Afternoon,Clear,MEDIUM
6.91,4,Night,Clear,MEDIUM
11.01,15,Afternoon,Clear,LOW
11.64,23,Afternoon,Clear,LOW
6.63,21,Morning,Light Rain,MEDIUM
12.01,16,Morning,Clear,LOW
13.53,12,Morning,Light Rain,LOW
13.5,11,Dusk,Light Rain,LOW
5.21,18,Dusk,Clear,MEDIUM
0.74,12,Night,Heavy Rain,CRITICAL
2.14,12,Dusk,Light Rain,CRITICAL
11.85,5,Morning,Clear,LOW
10.93,16,Dusk,Heavy Rain,LOW
8.58,24,Morning,Clear,LOW
1.4,5,Dusk,Heavy Rain,HIGH
14.74,13,Afternoon,Clear,LOW
1.93,14,Morning,Light Rain,CRITICAL
0.75,7,Afternoon,Light Rain,MEDIUM
7.25,1,Morning,Heavy Rain,MEDIUM
5.67,18,Dusk,Light Rain,MEDIUM
2.44,18,Dusk,Clear,CRITICAL
12.16,18,Dusk,Light Rain,LOW
11.58,5,Night,Heavy Rain,LOW
10.8,8,Dusk,Light Rain,LOW
13.99,14,Dusk,Heavy Rain,LOW
9.6,6,Morning,Heavy Rain,LOW
7.88,24,Dusk,Light Rain,MEDIUM
6.39,12,Dusk,Heavy Rain,MEDIUM
0.79,9,Night,Heavy Rain,CRITICAL
12.46,0,Afternoon,Light Rain,LOW
5.09,11,Dusk,Clear,MEDIUM
1.53,18,Afternoon,Heavy Rain,CRITICAL
9.82,17,Night,Light Rain,LOW
11.23,11,Morning,Clear,LOW
8.57,8,Night,Light Rain,LOW
13.01,15,Dusk,Clear,LOW
9.52,12,Afternoon,Heavy Rain,LOW
3.88,8,Night,Heavy Rain,HIGH
0.11,5,Night,Heavy Rain,HIGH
8.21,16,Dusk,Light Rain,LOW
10.27,23,Dusk,Clear,LOW
4.37,20,Dusk,Clear,HIGH
7.72,19,Morning,Clear,MEDIUM
13.41,3,Afternoon,Heavy Rain,LOW
1.53,22,Afternoon,Clear,CRITICAL
7.97,21,Morning,Light Rain,MEDIUM
9.47,23,Afternoon,Clear,LOW
9.25,4,Night,Clear,LOW
8.43,3,Night,Heavy Rain,LOW
8.76,1,Night,Light Rain,LOW
0.22,21,Dusk,Light Rain,CRITICAL
11.99,3,Afternoon,Clear,LOW
12.84,23,Afternoon,Clear,LOW
3.02,18,Afternoon,Heavy Rain,CRITICAL
5.47,24,Morning,Clear,MEDIUM
5.33,18,Dusk,Heavy Rain,MEDIUM
4.53,12,Night,Light Rain,HIGH
9.96,24,Afternoon,Heavy Rain,LOW
12.87,6,Night,Heavy Rain,LOW
10.99,10,Afternoon,Heavy Rain,LOW
2.31,8,Morning,Light Rain,HIGH
4.14,7,Afternoon,Clear,MEDIUM
5.64,21,Dusk,Clear,MEDIUM
12.97,13,Morning,Clear,LOW
8.13,16,Night,Light Rain,LOW
10.43,13,Morning,Clear,LOW
